"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1127181","1.0","3887.0","17.8","4.0","3.0","1.0","정상","40.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","23.0","22.448254","13.0","24.0","20.31867"
"SN2126B7PU1122213","2.0","2638.0","39.9009999999999","8.0","7.0","1.0","정상","50.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","20.0","25.97913","22.0","29.0","20.403435"
"SN2126B7PU1126585","1.0","2148.0","6.96","1.0","0.0","1.0","정상","40.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","24.0","35.0","19.616552","11.0","9.0","17.094158"
"SN2126B7PU1121565","30.0","1934.0","659.228","2.0","1.0","1.0","정상","40.0","CWR","A","S-STD","CS","성일SIM함안공장","성일SIM함안공장","17.0","17.0","22.926199","11.0","10.0","16.23045"
"SN2126B7PU1129252","0.5","0.0","4.03","4.0","3.0","1.0","정상","30.0","PL","A","S-160","CS","건일산업(주)","하이에어","28.0","32.0","27.221603","13.0","23.0","22.551754"
"SN2126B7PU1133659","1.0","0.0","1.215","1.0","0.0","1.0","최소","30.0","DH","B","S-80","CS","(주)성광테크","(주)성광테크","7.0","12.0","18.397055","7.0","13.0","15.114949"
"SN2126B7PU1130724","6.0","2100.0","59.346","1.0","0.0","1.0","정상","50.0","CWR","B","S-40","CS","건일산업(주)","건일산업(주)","23.0","10.0","19.551956","13.0","21.0","19.519985"
"SN2126B7PU1133579","2.0","0.0","27.344","7.0","0.0","0.0","정상","50.0","VA","A","S-80","CS","(주)성광테크","(주)성광테크","19.0","9.0","34.473995","13.0","16.0","65.37829"
"SN2126B7PU1123093","0.75","78.0","1.072","2.0","1.0","1.0","정상","40.0","CWR","A","S-80","CS","성일SIM함안공장","하이에어","27.0","11.0","19.969286","13.0","12.0","17.152313"
"SN2126B7PU1125917","1.5","1527.0","17.96","8.0","6.0","1.0","정상","40.0","AI","A","S-80","CS","(주)성광테크","(주)성광테크","27.0","29.0","22.549656","13.0","16.0","19.25153"
"SN2126B7PU1123841","1.0","747.0","9.492","9.0","8.0","1.0","정상","50.0","FWL","A","S-160","CS","성일SIM함안공장","하이에어","26.0","33.0","33.469913","20.0","16.0","18.096615"
"SN2126B7PU1316023","3.0","2181.0","18.711","4.0","3.0","0.0","정상","30.0","OL","B","S-10S","SS","건일산업(주)","건일산업(주)","21.0","15.0","19.607386","14.0","22.0","19.25153"
"SN2126B7PU1200647","42.0","652.0","2546.8","3.0","2.0","1.0","정상","40.0","RN","A","T-37","LTCS","(주)성광테크","(주)성광테크","19.0","54.0","35.563435","27.0","18.0","18.41658"
"SN2126B7PU1117560","2.0","608.0","61.6339999999999","18.0","17.0","0.0","정상","3B","DN","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","25.0","28.351519","14.0","20.0","19.316446"
"SN2126B7PU1704476","2.0","4788.0","30.349","3.0","2.0","1.0","정상","40.0","FA","B","T-3.96","CN","부흥","하이에어","23.0","31.0","27.033041","11.0","16.0","15.04772"
"SN2126B7PU1122854","0.5","75.0","1.446","2.0","1.0","1.0","정상","40.0","PG","A","S-160","CS","성일SIM함안공장","하이에어","19.0","15.0","19.681684","13.0","20.0","17.081926"
"SN2126B7PU1117337","4.0","768.0","28.379","6.0","5.0","1.0","정상","40.0","CWR","A","S-40","CS","해승케이피피","해승케이피피","25.0","58.0","56.585094","9.0","27.0","20.565657"
"SN2126B7PU1120348","1.0","349.0","8.738","7.0","6.0","1.0","정상","30.0","PG","A","S-160","CS","성일SIM함안공장","성일SIM함안공장","19.0","34.0","29.0074","13.0","40.0","27.138714"
"SN2126B7PU1312853","8.0","1478.0","45.458","4.0","3.0","1.0","정상","40.0","LNG","A","S-10S","SS","건일산업(주)","하이에어","28.0","52.0","32.807663","13.0","13.0","14.167053"
"SN2126B7PU1121714","1.0","100.0","0.324","1.0","0.0","1.0","정상","50.0","AI","A","S-80","CS","성일SIM함안공장","하이에어","30.0","50.0","19.985395","0.0","10.0","15.670352"
"SN2126B7PU1116598","2.0","838.0","26.773","6.0","4.0","0.0","정상","40.0","CM","A","S-160","CS","성일SIM함안공장","성일SIM함안공장","28.0","30.0","36.073208","8.0","20.0","18.935284"
"SN2126B7PU1122226","0.75","100.0","1.12","2.0","1.0","1.0","정상","50.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","17.0","14.0","21.009502","11.0","22.0","17.78191"
"SN2126B7PU1318535","2.0","1978.0","10.76","1.0","0.0","1.0","정상","30.0","PL","B","S-40S","SS","건일산업(주)","건일산업(주)","17.0","8.0","14.641441","11.0","19.0","15.307523"
"SN2126B7PU1318348","2.0","300.0","12.54","5.0","3.0","1.0","정상","30.0","PL","A","S-10S","SS","건일산업(주)","하이에어","38.0","40.0","32.244293","11.0","13.0","14.676152"
"SN2126B7PU1124642","14.0","2587.0","480.598","10.0","9.0","1.0","준긴급","30.0","HWS","B","S-30","CS","건일산업(주)","하이에어","19.0","22.0","37.054276","10.0","22.0","17.62849"
"SN2126B7PU1123349","1.0","435.0","4.38899999999999","2.0","1.0","1.0","정상","30.0","N","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","20.0","17.0","22.506512","13.0","30.0","20.28975"
"SN2126B7PU1126490","1.5","120.0","5.649","3.0","2.0","1.0","정상","30.0","CHS","A","S-80","CS","성일SIM함안공장","하이에어","17.0","16.0","20.253052","20.0","19.0","19.410765"
"SN2126B7PU1200497","36.0","740.0","2260.17","3.0","2.0","1.0","정상","40.0","RN","A","T-31.75","LTCS","(주)성광테크","(주)성광테크","19.0","38.0","35.108143","20.0","15.0","18.714882"
"SN2126B7PU1126434","8.0","0.0","51.73","3.0","2.0","1.0","정상","50.0","CHS","A","S-20","CS","건일산업(주)","건일산업(주)","16.0","17.0","20.436155","21.0","16.0","18.68564"
"SN2126B7PU1128273","1.0","103.0","1.829","2.0","1.0","1.0","정상","40.0","PL","A","S-160","CS","(주)성광테크","(주)성광테크","19.0","13.0","21.073177","13.0","16.0","16.522858"
"SN2126B7PU1122362","1.0","238.0","4.77","4.0","3.0","1.0","정상","40.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","17.0","23.700512","21.0","38.0","19.807594"
"SN2126B7PU1317325","1.0","2002.0","11.56","4.0","2.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","하이에어","95.0","36.0","27.691021","13.0","14.0","15.770532"
"SN2126B7PU1132425","6.0","664.0","63.425","8.0","7.0","0.0","정상","40.0","FWH","A","S-40","CS","건일산업(주)","건일산업(주)","93.0","18.0","27.421455","15.0","22.0","17.058132"
"SN2126B7PU1122723","3.0","2736.0","33.929","2.0","1.0","1.0","정상","50.0","HWS","A","S-40","CS","건일산업(주)","건일산업(주)","27.0","19.0","19.407352","27.0","10.0","20.115322"
"SN2126B7PU1310786","2.0","6000.0","23.8","1.0","0.0","0.0","정상","40.0","WD","A","S-10S","SS","삼성중공업(주)거제","하이에어","1.0","24.0","39.22674","1.0","18.0","22.924866"
"SN2126B7PU1201344","14.0","0.0","549.851","4.0","3.0","1.0","정상","40.0","PM","A","T-26.97","LTCS","(주)성광테크","(주)성광테크","23.0","35.0","36.663475","11.0","18.0","15.848054"
"SN2126B7PU1129870","2.0","2923.0","36.785","3.0","2.0","1.0","정상","30.0","PL","B","S-160","CS","건일산업(주)","건일산업(주)","17.0","17.0","24.457138","27.0","24.0","19.099148"
"SN2126B7PU1311224","0.5","668.0","5.622","14.0","13.0","0.0","정상","40.0","DN","A","S-80S","SS","삼성중공업(주)거제","하이에어","27.0","59.0","36.75226","8.0","34.0","23.301369"
"SN2126B7PU1316883","2.0","6000.0","39.27","8.0","4.0","1.0","정상","30.0","WD","B","S-10S","SS","건일산업(주)","하이에어","19.0","25.0","30.285158","13.0","13.0","14.144741"
"SN2126B7PU1121564","30.0","3158.0","989.378999999999","6.0","5.0","1.0","정상","50.0","CWR","A","S-STD","CS","성일SIM함안공장","하이에어","36.0","34.0","25.918303","11.0","14.0","15.775605"
"SN2126B7PU1J00280","2.0","0.0","40.946","6.0","0.0","1.0","정상","40.0","N","B","S-80","CS","건일산업(주)","하이에어","17.0","25.0","28.44196","21.0","29.0","19.447025"
"SN2126B7PU1311551","1.0","1996.0","7.49799999999999","3.0","2.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","하이에어","17.0","14.0","27.24219","13.0","20.0","15.7434025"
"SN2126B7PU1118749","1.0","689.0","12.0","16.0","15.0","1.0","정상","40.0","DN","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","22.0","24.0","26.970226","17.0","28.0","23.1058"
"SN2126B7PU1127334","4.0","2368.0","38.077","1.0","0.0","1.0","정상","40.0","DA","B","S-40","CS","건일산업(주)","건일산업(주)","26.0","19.0","19.328592","21.0","17.0","15.823749"
"SN2126B7PU1704034","6.0","1320.0","60.01","5.0","3.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","27.0","21.0","22.420855","21.0","14.0","15.021293"
"SN2126B7PU1317185","1.0","651.0","3.187","3.0","2.0","1.0","정상","40.0","WD","A","S-80S","SS","건일산업(주)","하이에어","17.0","30.0","27.024553","18.0","12.0","15.56063"
"SN2126B7PU1133087","1.0","0.0","2.927","3.0","0.0","1.0","최소","30.0","DH","B","S-80","CS","성일SIM함안공장","삼녹","15.0","22.0","22.522257","5.0","16.0","15.629081"
"SN2126B7PU1127350","1.0","410.0","4.308","2.0","1.0","1.0","정상","30.0","AI","A","S-80","CS","건일산업(주)","하이에어","17.0","25.0","21.812035","21.0","23.0","23.778008"
"SN2126B7PU1131571","0.5","0.0","4.03","4.0","3.0","1.0","정상","40.0","PG","B","S-160","CS","(주)성광테크","건일산업(주)","19.0","20.0","26.121414","13.0","28.0","19.25153"
"SN2126B7PU1117074","4.0","0.0","38.545","12.0","11.0","0.0","정상","3B","DN","B","S-40","CS","(주)성광테크","(주)성광테크","18.0","24.0","27.212914","14.0","22.0","19.563717"
"SN2126B7PU1123421","1.0","75.0","2.043","2.0","1.0","1.0","정상","30.0","NH","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","15.0","19.453691","20.0","16.0","19.25153"
"SN2126B7PU1130100","1.5","3586.0","36.83","5.0","4.0","1.0","정상","30.0","PG","B","S-160","CS","(주)성광테크","(주)성광테크","34.0","39.0","24.83502","13.0","20.0","16.481125"
"SN2126B7PU1128033","4.0","12000.0","222.779","8.0","9.0","1.0","정상","40.0","N","A","S-40","CS","건일산업(주)","건일산업(주)","17.0","34.0","28.380457","18.0","21.0","19.210377"
"SN2126B7PU1318440","1.0","942.0","7.667","5.0","3.0","1.0","정상","30.0","CI","B","S-80S","SS","건일산업(주)","하이에어","19.0","18.0","35.895298","40.0","22.0","13.490427"
"SN2126B7PU1127124","1.0","2499.0","19.464","4.0","3.0","1.0","정상","50.0","N","B","S-80","CS","(주)성광테크","(주)성광테크","19.0","18.0","21.245495","14.0","17.0","17.288197"
"SN2126B7PU1121492","2.0","3885.0","40.656","5.0","4.0","1.0","정상","50.0","DH","A","S-80","CS","건일산업(주)","삼녹","41.0","39.0","23.361792","20.0","12.0","19.4336"
"SN2126B7PU1703312","6.0","820.0","45.427","5.0","3.0","1.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","19.0","22.0","22.193459","13.0","9.0","15.063711"
"SN2126B7PU1116832","3.0","619.0","16.975","5.0","3.0","0.0","정상","40.0","CWS","A","S-40","CS","(주)성광테크","(주)성광테크","19.0","17.0","31.327927","33.0","19.0","24.30064"
"SN2126B7PU1704977","1.0","336.0","1.235","1.0","0.0","1.0","정상","50.0","FW","A","S-80S","CN","부흥","하이에어","22.0","17.0","20.778877","13.0","16.0","15.094496"
"SN2126B7PU1120820","1.0","1223.0","15.133","6.0","5.0","1.0","정상","30.0","RN","B","S-160","CS","(주)성광테크","(주)성광테크","17.0","42.0","22.203653","14.0","12.0","18.279419"
"SN2126B7PU1120196","0.5","75.0","1.446","2.0","1.0","1.0","정상","50.0","RN","B","S-160","CS","건일산업(주)","건일산업(주)","19.0","38.0","24.02567","9.0","15.0","18.422344"
"SN2126B7PU1117963","6.0","2180.0","92.781","1.0","0.0","1.0","정상","50.0","FGH","B","S-80","CS","건일산업(주)","건일산업(주)","222.0","23.0","19.382748","15.0","29.0","17.314186"
"SN2126B7PU1125479","4.0","7396.0","155.404","7.0","6.0","1.0","정상","50.0","PM","A","S-40","CS","건일산업(주)","건일산업(주)","17.0","40.0","26.291807","13.0","10.0","19.102646"
"SN2126B7PU1317155","2.0","2406.0","19.586","6.0","5.0","1.0","정상","30.0","PW","B","S-10S","SS","삼성중공업(주)거제","하이에어","16.0","52.0","37.240723","22.0","8.0","17.042587"
"SN2126B7PU1312319","2.0","650.0","6.171","4.0","3.0","1.0","정상","30.0","LNG","A","S-10S","SS","성일","하이에어","20.0","27.0","28.339514","20.0","19.0","17.555576"
"SN2126B7PU1122793","3.0","5900.0","96.853","2.0","1.0","1.0","정상","30.0","PG","B","S-80","CS","건일산업(주)","하이에어","17.0","16.0","21.563059","13.0","14.0","19.285122"
"SN2126B7PU1127047","2.0","2199.0","38.117","6.0","5.0","1.0","정상","30.0","AU","B","S-80","CS","건일산업(주)","하이에어","19.0","22.0","22.22673","13.0","30.0","19.25153"
"SN2126B7PU1702698","8.0","2430.0","128.102","3.0","2.0","1.0","정상","50.0","FW","B","T-6.35","CN","부흥","하이에어","19.0","22.0","24.58432","20.0","15.0","15.036258"
"SN2126B7PU1125651","1.5","0.0","2.65","3.0","2.0","0.0","정상","50.0","PL","A","S-160","CS","(주)성광테크","(주)성광테크","26.0","21.0","25.258293","13.0","28.0","24.331882"
"SN2126B7PU1120611","24.0","699.0","411.965","7.0","6.0","1.0","정상","40.0","CHS","A","S-30","CS","(주)성광테크","(주)성광테크","27.0","18.0","22.57156","13.0","22.0","18.249668"
"SN2126B7PU1122605","2.0","3877.0","34.406","3.0","2.0","1.0","정상","40.0","DH","B","S-80","CS","건일산업(주)","삼녹","27.0","39.0","28.516731","13.0","12.0","19.25153"
"SN2126B7PU1125649","1.0","134.0","2.758","3.0","2.0","0.0","정상","50.0","PL","A","S-160","CS","(주)성광테크","(주)성광테크","28.0","23.0","25.330856","14.0","18.0","24.253155"
"SN2126B7PU1126903","4.0","299.0","46.23","6.0","5.0","1.0","정상","30.0","PG","A","S-80","CS","건일산업(주)","건일산업(주)","27.0","38.0","30.476229","13.0","19.0","19.352713"
"SN2126B7PU1121909","1.0","429.0","2.038","2.0","1.0","0.0","정상","30.0","PL","B","S-160","CS","(주)성광테크","(주)성광테크","17.0","29.0","27.276104","13.0","21.0","19.25153"
"SN2126B7PU1127627","1.0","1008.0","5.266","2.0","1.0","1.0","정상","30.0","HWS","B","S-80","CS","건일산업(주)","하이에어","25.0","27.0","25.187511","11.0","24.0","19.25153"
"SN2126B7PU1314076","0.75","150.0","2.935","3.0","2.0","1.0","정상","30.0","RN","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","21.0","16.4901","11.0","9.0","14.969516"
"SN2126B7PU1119100","2.0","6000.0","72.74","4.0","3.0","1.0","정상","3B","PL","B","S-160","CS","(주)성광테크","(주)성광테크","19.0","23.0","28.597076","13.0","19.0","17.163097"
"SN2126B7PU1130978","4.0","5400.0","91.302","2.0","1.0","1.0","정상","50.0","PL","A","S-40","CS","건일산업(주)","건일산업(주)","17.0","17.0","18.842012","1.0","20.0","19.320442"
"SN2126B7PU1200810","40.0","6020.0","4967.56","2.0","1.0","0.0","정상","50.0","RN","A","T-20.62","LTCS","성일SIM함안공장","하이에어","18.0","30.0","28.670528","11.0","13.0","13.311179"
"SN2126B7PU1704040","1.0","767.0","13.894","17.0","3.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","19.0","54.0","43.193768","13.0","20.0","17.16526"
"SN2126B7PU1318041","1.0","652.0","7.813","5.0","3.0","1.0","정상","40.0","WD","B","S-80S","SS","삼성중공업(주)거제","하이에어","21.0","38.0","29.945248","13.0","21.0","16.360546"
"SN2126B7PU1J00474","2.0","0.0","30.7569999999999","7.0","0.0","1.0","정상","40.0","VA","A","S-80","CS","건일산업(주)","건일산업(주)","27.0","18.0","30.963158","18.0","20.0","17.925117"
"SN2126B7PU1131181","1.0","1434.0","9.312","4.0","3.0","0.0","정상","50.0","AU","A","S-80","CS","성일SIM함안공장","하이에어","17.0","24.0","23.916803","28.0","19.0","22.732533"
"SN2126B7PU1201178","10.0","374.0","201.938","6.0","5.0","1.0","정상","30.0","PG","A","S-80","LTCS","성일SIM함안공장","하이에어","27.0","43.0","27.173687","13.0","16.0","16.125717"
"SN2126B7PU1125739","4.0","1932.0","48.152","7.0","6.0","1.0","정상","50.0","PL","B","S-40","CS","(주)성광테크","(주)성광테크","34.0","23.0","28.266838","29.0","24.0","17.010971"
"SN2126B7PU1122332","2.0","6000.0","51.95","2.0","1.0","1.0","정상","50.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","33.0","38.0","20.460377","20.0","29.0","19.877453"
"SN2126B7PU1317008","1.0","5252.0","18.236","3.0","2.0","1.0","정상","50.0","WD","A","S-80S","SS","삼성중공업(주)거제","성도","26.0","18.0","36.65205","13.0","12.0","18.686516"
"SN2126B7PU1128091","3.0","6000.0","74.05","2.0","1.0","1.0","정상","40.0","NH","A","S-40","CS","건일산업(주)","건일산업(주)","19.0","23.0","24.031216","13.0","13.0","19.25793"
"SN2126B7PU1122825","1.0","793.0","13.474","7.0","6.0","1.0","정상","40.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","27.0","16.0","29.400162","13.0","21.0","17.043797"
"SN2126B7PU1703016","6.0","6000.0","175.0","1.0","0.0","1.0","정상","50.0","FW","A","T-6.35","CN","부흥","하이에어","19.0","15.0","20.691555","13.0","9.0","14.741961"
"SN2126B7PU1126455","14.0","1628.0","291.407","5.0","4.0","1.0","정상","50.0","CHS","A","S-20","CS","(주)성광테크","(주)성광테크","16.0","10.0","22.394707","0.0","18.0","16.809086"
"SN2126B7PU1J00156","4.0","0.0","37.064","11.0","10.0","0.0","정상","30.0","DH","B","S-40","CS","성일SIM함안공장","성일SIM함안공장","24.0","31.0","31.459244","13.0","19.0","19.186302"
"SN2126B7PU1123984","2.0","6000.0","53.82","3.0","2.0","0.0","정상","30.0","AU","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","34.0","23.0","24.052645","13.0","31.0","20.938425"
"SN2126B7PU1317580","2.0","2346.0","18.373","9.0","8.0","1.0","정상","30.0","WM","A","S-10S","SS","건일산업(주)","하이에어","17.0","21.0","35.894943","11.0","15.0","14.7935505"
"SN2126B7PU1120335","30.0","3780.0","940.656","7.0","6.0","0.0","정상","50.0","CWR","B","S-STD","CS","성일SIM함안공장","하이에어","27.0","17.0","35.228157","13.0","17.0","16.085869"
"SN2126B7PU1130121","3.0","2823.0","70.716","6.0","5.0","1.0","정상","30.0","PG","B","S-80","CS","(주)성광테크","(주)성광테크","27.0","18.0","25.732758","13.0","18.0","16.280313"
"SN2126B7PU1126970","2.0","3674.0","42.148","2.0","1.0","1.0","정상","40.0","FWH","B","S-160","CS","(주)성광테크","(주)성광테크","34.0","30.0","20.909798","17.0","19.0","14.909418"
